Title,Company,Job Description,Skills,Location,Work Type
Senior Admission Officer,Xylem Learning App,"Roles and Responsibilities : Admissions & Counselling Handle student inquiries through phone calls, emails, walkins, and digital platforms. Counsel prospective students and parents on academic programs, admission requirements, fee structures, and career prospects. Conduct one on one and group counselling sessions to convert leads into admissions. Maintain up to date knowledge of programs, eligibility criteria, and institutional policies. Application & Enrollment Process Guide applicants through…",,"Mangalore, Dakshin Kannada",Onsite
Chemistry Teacher,City Children's Academy,"About the Company - City Children's Academy is a K-12 private school located in Chhibramau (district- Kannauj, Uttar Pradesh) affiliated to CISCE (ICSE/ISC) board, New Delhi. It was founded in 1996 by Late Shree SN Pradhan Sahab. Located on NH-91, it is situated 2 hours away from Kanpur and 2 hours away from Lucknow. To know more about the school, visit the below website - www.citychildrensacademy.com About the Role - TGT Chemistry / High School(IX-X) Workplace type - Offline Interview Process …",,"Kannauj, Uttar Pradesh",Onsite
Music Teacher,Foundation SVKM,"Description Job Description Candidates must have Western Music Degree in Guitar / Keyboard/ Drums . Preferably able to sing songs also and can teach vocals too. Should have min work experience of 4 to 5 years in teaching age group of Grade -5 to 11. Candidate must be free to work in any shifts for 8 hours , Morning - 7 to 3 / 10 to 6.00 pm He / she must be fluent in speaking English / Hindi .",,India,Onsite
Associate Professor - Biochemistry (MD / DNB),Sehat Health Placements,"We are seeking a dedicated and experienced Associate Professor in Biochemistry to join our faculty. The ideal candidate will have a strong background in biochemical research and a passion for teaching. This role involves delivering high-quality education, mentoring students, and contributing to research initiatives within the department. Responsibilities Conduct lectures and seminars in Biochemistry at undergraduate and postgraduate levels. Supervise and mentor students in their academic and re…",,Bengaluru,Onsite
Associate â Performance Marketing,Talent Pro,"Upto 3 years of experience are only considered Hands-on experience running Google Ads campaigns (primary focus) Experience with Conversion Campaigns Experience working with analytics tools such as Google Analytics, Appsflyer, and Mixpanel Experience managing a monthly Google Ads budget of more than 10 lakhs Educational Background: Btech/ BCA and preferred from Tier 1 institution (IIT, NIT, DTU or equivalent) Skills:- Performance marketing",,India,Onsite
FEMALE GRAPHIC DESIGN TRAINER,Unknown,"HAVING SOUND KNOWLEDGE IN PHOTOSHOP, CORELDRAW, INDESIGN, AFTER EFFECTS TO TEACH STUDENTS/WORKING PROFESSIONALS",,"Tiruchirappalli, Tamil Nadu",Onsite
Mathematics Olympiad - Middle School Level,Refining Skills Academy,"Company Overview Refining Skills Academy, based in Bengaluru, is a fast-growing after-school academy dedicated to empowering young minds. We focus on developing essential classroom and life skills, with a passionate team working to build a better and more capable society through quality education in the primary and secondary sector. Job Title ✏️ Mathematics Olympiad Teacher (Middle School) – Freelance, Offline, Hourly Location Sahakar Nagar, Bangalore Role Overview Calling all math whisperer…",,India,Onsite
"Hiring ART Teacher for class 3 to 7 ,Gurugram,Haryana - ( Job ID - 22777)",EducoHire,"Posting Title: Hiring ART Teacher for Class 3 to 7, Guru-gram, Haryana Location: Guru-gram, Haryana Salary: ₹30,000 – ₹40,000 per month Work Experience: 2–5 years Gender :Only for Male candidates from Hindu religion Benefits :Shared accomodationFood Requirements Bachelor’s degree in Fine Arts, Art Education, or a related field; Master’s degree preferred. Minimum 2 years of teaching experience in art education, preferably in a school setting for middle school (Classes 3–7). Strong proficiency in…",,"Bhondsi, Gurgaon",Onsite
Assistant Professor,Shayona Institute of Business Management and Computer Application,"Company Overview Shayona Institute of Business Management and Computer Application is a part of the Shayona Group, which has been active in uplifting societal standards in various sectors including education, real estate, IT, and media since its inception in 1989. Located in Ahmedabad, the institute is committed to providing quality education as a key focus area, reflecting the group's broader dedication to societal advancement and development. Job Overview We are seeking a mid-level Assistant …",,"Ahmedabad, Gujarat",Onsite
Area Head - Education Sector /Franchise Development - 8.5 LPA,Jobsnta,"Description We are seeking an experienced Area Head for Franchise Development in the Education Sector to lead our expansion efforts in India. The ideal candidate will be responsible for developing and executing franchise strategies, identifying potential partners, and ensuring the successful growth of our franchise network. Responsibilities Develop and implement franchise development strategies for the education sector. Identify and evaluate potential franchise partners and opportunities in the…",,"Nagpur, Maharashtra",Onsite
Counselor Education,Affinity Education,Job Title: Education Counselor Department: MBBS Abroad/India. Website: www.affinityeducation.in Location: Noida Key Responsibilities: Provide counseling to students interested in studying MBBS abroad/India. Maintain the organization’s standards while engaging with students. Conduct data calling and follow up with potential students via phone and email. Manage and update CRM with accurate student information and status. Convert leads into sales/admissions through effective communication and foll…,,"Bhopal, Madhya Pradesh",Onsite
Assistant Teacher - Secondary Section (English and History),Foundation SVKM,Description Required Secondary Teachers with Post Graduation B.ED course for teaching English and History should have minimum 2 years experience. Kindly upload your updated resume and B.ED certificate while applying for the Job.,,India,Onsite
Primary Teacher (All Subjects),Global MBA Programs With ACCA & CIMA Coaching,"Job Role: PRT (English/Math/EVS/Hindi) Location: DLF Phase 1, Gurgaon, and Sector 70A, Gurgaon Qualifications: Master's and Bachelor’s degrees in the relevant subject, obtained through the regular (on-campus) mode, along with a B.Ed. qualification. In-depth and up-to-date knowledge of curriculum areas, research, and educational trends in Education. Previous teaching experience in a CBSE/Cambridge school is preferred. Skills: The candidate must have the required subject knowledge and expertise, …",,"Gurgaon, Haryana",Onsite
Academic Coordinator DNAC11,Digital Nest Learning & Development Pvt Ltd,"Academic Operations Executive (LMS & Program Management) Department: Academics / Operations Reports To: Academic Manager / Program Head Employment Type: Full-Time Job Purpose: To ensure smooth and disciplined execution of academic programs by managing attendance, LMS operations, video uploads, trainer schedules, batch planning, student induction, academic controls, feedback collection, payment coordination, examinations, and certification processes—while maintaining a positive student experienc…",,"Armoor, Nizamabad",Onsite
Chemistry Lecturer,St. Joseph's Group of Colleges,"St. Joseph's Junior College, One of the Reputed colleges in Hyderabad invites applicants for the post of English lecturer for its intermediate branches located at Himayatnagar, Tolichowki and Attapur. Qualification required- Chemistry Lecturer M.Sc Chemistry with Min 55% marks, from a well-recognized university. Exp: 1-5 years Work Timings: 8:30am to 5pm Salary Range: 18K-26K Note: Relevant Candidates who are available in Hyderabad only shall apply for this role",,"Hyderabad, Telangana",Onsite
"Assistant Professor / Institutional Instructor | Domain: Artificial Intelligence, Machine Learning, Data Science – Computer Science & Engineering",Cognitel,"Company Description Cognitel is a forward-looking training and consulting organization in India, dedicated to bridging the gap between academia and industry. Working closely with leading universities, Cognitel integrates industry-driven learning into academic environments, ensuring students gain practical skills alongside strong theoretical foundations. With a focus on employability and real-world readiness, Cognitel specializes in upskilling students and working professionals in high-demand do…",,"Noida, Ghaziabad",Onsite
"Urgent requirement of a Hindi teacher in CBSE school in Vidyaranyapura, North Bengaluru - ( Job ID - 21345)",EducoHire,"Require TGT Hindi Teacher for School in Vidyaranyapura, North Bangalore 560097 Experience: Min 2 yrs Subject : TGT Hindi teacher (6 TO 10) Salary : 25K - 30K Monthly Location : Vidyaranyapura,North Bangalore 560097 Education: B.A/M.A(Hindi), B.Ed Local candidates only will be preferred Requirements Require TGT Hindi Teacher for School in Vidyaranyapura, North Bangalore Education: B.A/M.A(Hindi), B.Ed Interested candidates can mail they CV on nitika@educohire.com",,Bengaluru,Onsite
Swimming Coach,"Pallavi International School, Bachupally","Company Overview Pallavi International School, Bachupally is a renowned institution in the Primary and Secondary Education industry, headquartered in Hyderabad. With a focus on comprehensive learning and development, the school strives to provide quality education with a dedicated team of 51-200 employees. For more information, visit their website at pallavimodelschools.org . Job Overview Pallavi International School is seeking a dedicated and experienced Swimming Coach - Female to join our tea…",,"Hyderabad, Telangana",Onsite
"French Teacher - The Shri Ram Universal School, Jammu",Shri Educare Limited,"The Shriram Universal School invites smart, energetic and creative educators to be a part of the Shriram Universal School family. We are looking for r ole models in displaying self-discipline, professionalism and sensitivity towards the children, teachers and the environment around us. S omeone who can initiate, develop and be a part of our quest for excellence in holistic education. To provide effective, dynamic and inspirational education so that every child is able to fulfil their true poten…",Excel,"Samba, Jammu And Kashmir",Onsite
Associate Professor - Fashion Communication,Pearl Academy,"Associate Professor - Fashion Communication Location: Delhi West Position Overview We are seeking a dynamic and creative Faculty Member in Graphic & Multimedia Design who is passionate about teaching and mentoring students in visual communication, digital media, and creative technologies. The ideal candidate will have strong expertise in graphic design, multimedia production, and industry-standard design tools, along with knowledge of emerging AI-powered creative technologies. Key Responsibili…",,"Delhi, India",Onsite
Pre Primary Teacher (PPT) (Gurgaon),Global MBA Programs With ACCA & CIMA Coaching,"Job Role: Pre-Primary Teacher Location: DLF Phase 1 & Sector 70A, Gurgaon Qualifications: Should have Certification/Diploma in Montessori Teaching or Nursery Teaching or Early Child teaching. Master's and Bachelor’s degrees in the relevant subject, obtained through the regular (on-campus) mode. In-depth and up to date knowledge of curriculum areas, research and educational trends in Education. Skills: Candidate must have the required subject knowledge and expertise, excellent communication skil…",Excel,"Gurgaon, Haryana",Onsite
Opening for Student Counsellor-UK/Ireland/Dubai/Australia,aecc india,"Positions- Consultant/Senior Consultant Destination Preferred:- UK/Ireland/Dubai/Australia Location -Hyderabad-Kukatpally Job Overview: We are looking for a Consultant and Senior Consultant to help our students in the easy or hassle-free application or paperwork processing for their education seeking placement in international institutions. You will also be responsible for mentoring, providing training to fellow counsellors on product knowledge and supporting their ongoing professional developm…",,"Hyderabad, Telangana",Onsite
PRT EVS,Educare Solution,"Key Responsibilities: Deliver engaging and age-appropriate EVS (Environmental Studies) lessons to students of Grades 3 to 5 Prepare lesson plans, teaching materials, and classroom activities aligned with CBSE curriculum standards Foster inquiry-based learning to develop curiosity and environmental awareness among students Conduct assessments to evaluate student understanding and provide constructive feedback Maintain academic records, attendance, and performance data Integrate technology into l…",,"Gurgaon, Haryana",Onsite
Professor/Assistant Professor- Chitkara Business School,Chitkara University,"We’re Hiring | Faculty Opportunities at Chitkara University (UG & PG) Chitkara University is pleased to invite applications from talented, innovative, and research-driven academicians to join our dynamic and growing academic community. We are looking for faculty members who are passionate about teaching, mentoring, and contributing to impactful research. Open Faculty Positions Postgraduate Programs * Professor – Marketing * Professor – Finance Undergraduate Programs * Assistant Professor – Fi…",,"Rajpura, Patiala",Onsite
Head of Department – Economics (HOD – Economics),Refining Skills Academy,"Location: Gurugram (First Month Onsite Training) → Work From Home Thereafter Type: Full-time | Senior Academic Role Salary: ₹10–12 LPA About Sparkl: At Sparkl , we’re not just preparing students for exams — we’re preparing them for the real economy . We believe that Economics isn't just theory; it's the art of understanding the world, questioning assumptions, and driving impact. We are building a learner-first, future-focused school where innovation meets excellence — and we’re now looking for…",Excel,"Gurgaon, Haryana",Remote
Senior Resident Anatomy,Kaarlo Training & HR Solutions Pvt. Ltd.,Job Overview The Senior Resident Anatomy role at Kaarlo Training & HR Solutions Pvt. Ltd. is a full-time position located in Tiruvannamalai. This senior-level role requires expertise in conducting lectures and practical anatomy-related tasks. The successful candidate will bring substantial experience and knowledge to enhance the learning and application of anatomical principles within an educational setting. Qualifications and Skills Proven ability to conduct engaging and informative lectures o…,,"Tiruvannamalai, Tamil Nadu",Onsite
TGT Maths,K.R. Mangalam World School Vikaspuri,Job Title - TGT Maths Key Responsibilities – Delivering subject-specific lessons to students. Developing lesson plans and preparing educational content. Assessing students’ progress and performance. Creating a positive learning environment in the classroom. Preparing students for board examinations (for class 10). Required Qualification - Pass 10th & 12th standard from a recognized board A bachelor’s degree in the relevant subject from a recognized university. Have a minimum of 55% marks in gra…,,"New Delhi, Delhi",Onsite
Bengali Telecaller,Unknown,( Job description ) We are looking for Female Fresher and Experienced Tele Counselors and Telecallers. Calling targeted students who are looking for admission into Undergraduate and Post Graduate courses. Responsible for making Outbound Calls and follow up. ( Required Candidate profile ) Candidates working in education and training institutes will be given preference. Candidates should be excellent in communication skills (Bengali).,Excel,"Kolkata, West Bengal",Onsite
Monitoring Evaluation and Documentation Officer,Watershed Organisation Trust,Role Overview As a Monitoring Evaluation and Documentation Officer at Watershed Organisation Trust WOTR your main responsibility will be to support the development of a comprehensive M E framework and reporting system at the regional level You will play a crucial role in collecting tracking and reporting data related to project outcomes outputs and activities Additionally you will work towards developing feasible indicators targets and performance monitoring plans for all project components Key…,,India,Onsite
Hindi Localization Expert (Science),Khan Academy,"ABOUT KHAN ACADEMY Khan Academy is a fast-paced nonprofit on a mission to provide free, world-class education for anyone, anywhere. We reach millions of students every month and are growing rapidly. We’re building a library of world-class instructional and practice resources that empowers learners. Whether they’re studying matrices, mitosis, or multivariable calculus, we want to offer students the resources to realize that they can learn anything. ABOUT KHAN ACADEMY INDIA Khan Academy India aim…",,India,Remote
Student Support,SUDHMURA SERVICES PRIVATE LIMITED,Job Requirement Achieve allocated admission targets Counseling Students and parents about our courses and competition exams landscape Champion entire student cycle Prospecting Counseling Admission Orientation Support Interaction with students and parents on routine basis for giving them Aakash experience Clarifying doubts of students and parents Managing fee structure fee software for different programs Monitor class schedules to ensure smooth running of classes Liaison with Head Office in Delh…,,India,Onsite
Professor - Computer Science,UPES,"UPES is Hiring for Associate Professors and Professors in the School of Computer Science. Mentioned below the roles and responsibilities. 1. Research: Conduct cutting-edge research in your area of specialization within computer science. This involves formulating research questions, designing experiments, analyzing data, and publishing your findings in reputable conferences and journals. Secure research funding through grants and contracts to support your research projects. Writing grant proposa…",,"Dehradun, Uttarakhand",Onsite
PRE PRIMARY TEACHER,Educare Solution,"Key Responsibilities: Conduct engaging and interactive classroom sessions for pre-primary students Prepare and execute lesson plans based on activity-based teaching methodologies Create a safe, nurturing, and inclusive classroom environment Facilitate the cognitive, social, and emotional development of young children Maintain records of student attendance and academic progress Communicate effectively with parents regarding student performance and behavior Participate in school meetings, events,…",,"Gurgaon, Haryana",Onsite
"Training & Development, Competence/Skill management",Bosch India,Training Design1.Design training programs through moduled interventions to bridge the gap between the current and future skill sets inline with the business objectives. 2.Develop Structured training modules for new hires and exiting employees No. of trainings designed (planned vs actual) Training Development and Delivery1.Create a high quality training material and deliver an engaging/effective training sessions tailored to the specific needs and learning styles of the audience. 2.Ensure compli…,,Bengaluru,Onsite
English Trainer,Frankfinn,"We are seeking an experienced English Trainer to join our team in India. The ideal candidate will have a passion for teaching and a strong background in English language education, with the ability to engage and motivate learners. Responsibilities Conducting English language training sessions for diverse groups of learners. Developing customized training materials and lesson plans to meet the needs of students. Assessing student progress and providing constructive feedback. Implementing various…",,"Mumbai, Maharashtra",Onsite
"PGT English Teacher needed for a CBSE School in Gandhidham, Kutch, Gujarat",EducoHire,"PGT English Teacher needed for a CBSE School in Gandhidham, Kutch, Gujarat Location: Gandhidham, Gujarat Salary: ₹35,000 – ₹45,000/month HRA: Provided for outstation candidates School Timings: 7:35 a.m – 2:00 p.m Qualification: B.A./M.A. in English B.Ed. Experience: 2–5 years preferred Responsibilities: Teach English to Senior secondary classes (CBSE) Develop lesson plans aligned with curriculum standards Enhance students’ reading comprehension, writing, and communication skills Prepare studen…",,"Mandvi, Kutch",Onsite
Sr visual Designer,Qrata,"Job Description - Sr. Visual Designer About Us We help teachers do better what they do best - teach We do this by creating intuitive technology tools that empower teachers across all stages of teaching and learning. We're reimagining how education is delivered in the classroom and we're building a world-class, product-first organisation as we scale. Our mission is to amplify teaching for 60 million K-12 educators globally and support them in delivering meaningful and personalised learning exper…",,Bengaluru,Onsite
Preschool Branch Head,Piccolo - Early Learning Centre,"Are you a passionate early years educator ready to take the next step into a leadership role? We are looking for a dynamic and experienced Preschool Branch Head to lead, inspire, and nurture a thriving early years environment. Who we’re looking for: An experienced Early Years Educator with 6 years of hands-on experience in a preschool or early childhood setting Strong leadership and team management skills Deep understanding of child development and play-based learning approaches Excellent commu…",Excel,"Delhi, India",Onsite
Instructional Designer,Collaboratorz Communications and Consulting /Xclayamation pvt. ltd.,"Instructional Designer (Full time, Permanent WFH, Flexible Timing) What you will do at Xclaymation: Should showcase core competencies in LMS, SCORM and other authoring tools and actively apply them on a day-to-day basis. Be on the lookout regularly on how to give the best makeovers to drab information that captivates people and holds them in place for a few seconds more. Develop e2e LMS modules from conceptualization to support. Attend regular meetings with our clients and understand their need…",,India,Remote
Chief Academic officer,People Impact,"Curriculum Development: Collaborate with Academic Advisory Committee and Marketing team members to design and develop comprehensive curriculum for data science programs at undergraduate and graduate levels. Ensure alignment with industry trends, emerging technologies, and best practices in data science education. Faculty Recruitment and Development: Lead the recruitment, selection, and development of faculty members with expertise in data science. Provide mentorship, support, and professional d…",Data Science,Bengaluru,Onsite
TGT Social Science,Gwalior Glory High School,As an experienced candidate with at least 34 years of teaching experience in any CBSE school you will be responsible for the following key tasks Delivering engaging and informative lessons to students following the CBSE curriculum Planning and implementing effective teaching strategies to meet the learning needs of students Evaluating student progress through assessments and providing constructive feedback Collaborating with colleagues to enhance the overall learning environment Maintaining acc…,,India,Onsite
RDC-TC-Oracle Apps- Senior Associate Y1-Kolkata,PricewaterhouseCoopers,"Line of Service Advisory Industry/Sector Not Applicable Specialism Operations Management Level Senior Associate Job Description & Summary Senior Associate - SFDC RDC-TC-SFDC- Senior Associate Y1-Pune Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required: Degrees/Field of Study preferred: Certifications (if blank, certifications not specified) Required Skills Optional Skills Desired Languages (If blank, desired languages not specified) Travel Requiremen…",,"Pune, Maharashtra",Onsite
Assistant / Associate Professor,KGISL EDU,Immediate Hiring – Upcoming Academic Year KITE (Institution Name Placeholder) KITE invites applications from passionate academicians for the positions of Assistant Professor and Associate Professor in the Department of Computer Science & Engineering / Information Technology. 1️⃣ Position: Assistant Professor Department: CSE / IT Experience: 0 – 15 Years Joining: Immediate / Within 1 Month Salary: As per norms and experience Qualification: ME / M.Tech in Computer Science Engineering / Informa…,,"Coimbatore, Tamil Nadu",Onsite
Assistant Professor - Computer Science Engg. (CSE),Cheran Group Of Companies,"Job description (IMMEDIATE JOINEES REQUIRED) Cheran Group of Institutions is a renowned group that promotes quality education and fosters personal and professional growth. With a commitment to providing creative and resourceful education, we strive to offer a unified learning environment that meets the criteria of the competitive world. Our institution values value-based education and aims to prepare students for success in the corporate world. Job Overview We are seeking highly motivated and k…",,India,Onsite
Physics Teacher,MATTRIXX INDIA,Organization MINSHE ACADEMY ANIMATION Mode Online Work From Home Boards CBSE ICSE State Boards Classes Nurseryto 12 About the Role We are looking for a passionate and knowledgeablePhysicsTeacherwho can teach students online through engaging methods The ideal candidate must be comfortable teaching concepts using3D animations reallife examples practical explanations and visual learning techniques provided by usto make complex topics simple and interesting Key Responsibilities Teach Physicsto Clas…,,India,Remote
"Chennai – Guest Faculty - BIM Modeling / Revit, Navisworks",Freelance,"We are looking for freelance expert in BIM – Revit & Navisworks for conducting classroom training. We’re looking for an experienced BIM professional who can lead offline training program. This role is ideal for someone who has strong hands-on expertise in Revit and Navisworks and a passion for guiding others to become industry ready. About the role: You’ll be responsible for conducting practical, classroom-based sessions focused on Building Information Modeling (BIM) concepts using Revit and Na…",,"Chennai, Tamil Nadu",Onsite
Student Support & Admission Officer,Dolyte Global Solutions,"Job Overview We are seeking a dedicated and professional Student Support Admission Officer to join our team at Dolyte Global Solutions in New Delhi, Delhi. This is a full-time, junior-level position that requires 1 to 3 years of relevant experience. The ideal candidate will be responsible for facilitating the admission process, providing student support, and coordinating with universities effectively. Qualifications and Skills Experience in handling the admission process and guiding students th…",,"New Delhi, Delhi",Onsite
Home Tutor,Centre For Teacher Accreditation Centa,We are seeking a dedicated Home Tutor to provide personalized educational support to students in various subjects. The ideal candidate will have a passion for teaching and the ability to connect with students to help them achieve their academic goals. This role is suitable for candidates with 0-4 years of experience. Responsibilities Conduct one-on-one tutoring sessions with students in various subjects. Assess students' learning needs and create individualized lesson plans. Help students impro…,,Bengaluru,Onsite
Subject Expert - Mathematics (Contractual) - Cambridge/Primary,Shri Educare Limited,"Shri Educare Limited invites smart, energetic and creative educationists to be a part of the family. We are looking for someone who can initiate, develop and be a part of our quest for excellence in sphere of education. To provide effective, dynamic and inspirational support to SEL and its schools so that they build effective systems and process. The purpose of this position is to ensure academic excellence in our schools by planning, designing and implementing effective systems and policies. T…",Excel,India,Onsite
Training Coordinator L&D Specialist,Edstellar.com,"About US : Edstellar.com is a global Learning & Development (L&D) company that provides corporate training solutions across a wide range of domains and industries. It focuses on delivering customized, instructor-led training programs to enterprises worldwide, helping them upskill their workforce and achieve business objectives through professional development. Overview of Edstellar: · Website: https://www.edstellar.com · Industry: Learning & Development (L&D), Corporate Training · Founded: Par…",,Bengaluru,Onsite
IELTS Trainer,Sethi study circle,"IELTS trainers- the candidate should have the following skills/ qualities: · willing to work full time · very good command of English language · able to handle a big class maturely · smart, active, dedicated and hardworking · consistent performer · experience of at least 3 - 6 months (preferably) . must be atleast a graduate (in any field). Responsibilities and Duties of Trainer · Handling class. · Teaching IELTS modules. · Taking up Spoken English classes. · Following a set teaching system def…",,"Ludhiana, Punjab",Onsite
Primary Teacher- Computer Science,Centre For Teacher Accreditation Centa,"CENTRE FOR TEACHER ACCREDITATION (CENTA) PRIVATE LIMITED is looking for Primary Teacher- Computer Science to join our dynamic team and embark on a rewarding career journey A computer science teacher is responsible for instructing students in the field of computer science and technology They typically work in middle schools, high schools, or colleges and universities, educating students on various aspects of computer science, including programming languages, algorithms, data structures, computer…",,Bengaluru,Onsite
Architecture,Unknown,"About:SILICA is a leading institute providing guidance and coaching for design entrance exams like NID, IIT-CEED, NIFT, NATA / JEE (B.Arch), ART (BFA) etc for admissions to design programs at UG & PG level. Over the last 18 years, 15,000 SILICA students have got admission in top Design, Fashion, Architecture & Art colleges. SILICA enrolls 3,000 students at its 24 centers across 10 cities in India i.e. Mumbai (10), Pune (4), Delhi (2), Bangalore (2), Ahmedabad, Indore, Nagpur, Nashik, Aurangabad…",,"Mumbai, Maharashtra",Onsite
Sales Executive,Techdock Labs,"Location: Lucknow, Uttar Pradesh Role Type: Full-Time Remote/In-Office Policy: In-Office (Gomti Nagar) Years of Experience: Freshers—1 Year Job Description We are looking for a proactive Sales Executive to handle student inquiries and assist prospective learners in choosing the right courses at Skill Shiksha , the training platform vertical of Techdock Labs. The role involves interacting with walk-in visitors, answering calls and messages, providing detailed information about available training…",,"Lucknow, Uttar Pradesh",Remote
Faculty,American Embassy School,"Typically, the minimum qualifications required for faculty are: Bachelor’s degree, preferably from a U.S. College/University, and Certification in teaching, preferably from the U.S., and Three years successful teaching experience, preferably in an American or international PK-12 school. Typically, the minimum qualifications required for faculty are: Bachelor’s degree, preferably from a U.S. College/University, and Certification in teaching, preferably from the U.S., and Three years successful t…",,"Delhi, India",Onsite
EYP Class Teacher,"KING'S COLLEGE UK, GURUGRAM","About Us : King’s College UK, Gurugram is an international school with a proud tradition of educational excellence. We offer a comprehensive and innovative curriculum for students between 3 to 18 years, emphasizing holistic development, intellectual growth, and global citizenship. Our campus, nestled in the scenic Aravalli Hills, provides an inspiring setting for students to explore, learn, and grow. Early Years Class Teacher Position/Designation: Early Years Class Teacher (student between 3-6 …",Excel,India,Onsite
Coding Teacher,UnicMinds,UnicMinds is a platform to teach kids online coding via 1:1 live classes. UnicMinds strives to make coding a skill set and tool to understand and appreciate every technology that a child consumes in today’s world. We offer the best coding courses based on tested curriculum to kids aged 6-15 years old across the world. Teachers play the most crucial role in the overall learning & development experience of kids and in upholding the overall customer experience across the full life-cycle of curricu…,,India,Onsite
Communication Trainer,Manning Consulting,"Role Overview: The Communication Trainer will be responsible for designing, developing, and delivering effective communication skills training programs to enhance employees' verbal, written, and interpersonal communication abilities. The role demands expertise in coaching individuals and teams to improve their business communication for client interactions, presentations, and workplace collaboration. Key Responsibilities: Conduct communication skills training sessions for new hires and existing…",,"Delhi, India",Onsite
"Social Science grade 7-10 teacher, CBSE",Edjobster PVt. Ltd,"Description: Job Overview: A reputed CBSE school in Parbhani, Maharashtra, is seeking a passionate and dedicated Social Studies Teacher to join our team. As a Social Studies teacher, you will be responsible for delivering high-quality education in geographical and political concepts to middle and high school students in a rural setting. This is an exciting opportunity to make a real difference in the lives of students, foster critical thinking, and contribute to their overall development. Key R…",,"Parbhani, Maharashtra",Onsite
Associate Professor - Computer Science/IT/AI/DS/Cyber Security,J D College of Engineering & Management,"Company Description J D College of Engineering & Management, located in Nagpur, is a premier institution dedicated to fostering academic excellence and innovation. The college offers diverse programs that focus on providing students with knowledge, skills, and hands-on experience to prepare them for a dynamic professional world. Known for its commitment to research and quality education, the institution collaborates with industry leaders to bridge the gap between academics and practical applica…",Excel,"Nagpur, Maharashtra",Onsite
Academic Advisor,seamless education academy,"SEAMEDU- ACADEMIC ADVISOR Company Name, Profile, Work Culture: Seamless Education and Services Pvt. Ltd (SEAS) Seamedu - School of Pro Expressionism a full fledge media school producing world class talent in Media & Entertainment (M & E) fields of Film Making, Animation, Game Design & Development, Visual Effects, Sound Engineering, Photography, and Broadcast Journalism. Seamedu is an institution that nurtures the creativity of the students. Seamedu has been awarded by the Government of Maharash…",,"Pune, Maharashtra",Onsite
ILSC French Teachers,ILSC Education Group,"Job Title: French Teachers Reports to: Academic Manager Job Location: New Delhi ILSC-New Delhi is seeking qualified and dynamic French Teachers available for teaching, between the hours of 10am and 5pm, Monday through Friday or weekend shifts, between the hours of 10am and 5pm. Successful candidates will be comfortable teaching a diverse range of adult French Language programs and courses. A DELF qualification is essential. Job Duties: The duties of this position include, but are not limited to…",,"Nie Campus, South West Delhi",Onsite
CPE Engineering Assistant,Aptiv,"Attached Privacy Notice - Active Candidates: https://www.aptiv.com/privacy-notice-active-candidates Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.",,India,Onsite
Preschool teacher,Unknown,"Teaching for preprimary includes planning, implementing and assessing lessons. Need to teach children with patience and creativity. Duties include designing a teaching plan and using activities and instructional methods to motivate children.",,"Hyderabad, Telangana",Onsite
Research & Resource Facilitator,Shiv Nadar School,"• Curate, organize, and maintain a diverse collection of print and digital resources that support all subject areas and IB programmes. Foster a reading culture through book talks, reading challenges, author visits, and literary events. • Teach and reinforce research skills, referencing, citation, and academic honesty practices across grade levels. • Collaborate with teachers to plan and co-deliver inquiry-based learning experiences. • Provide guidance to students and staff in locating, evaluati…",,"Chennai, Tamil Nadu",Onsite
"Principal - COP, Shirpur",Knowledge Park,"Roles and Responsibilities: Academic Leadership : Oversee curriculum and academic standards. Administrative Management : Manage daily operations and coordinate with faculty and staff. Strategic Planning : Develop and implement long-term goals for growth. Policy Implementation : Enforce college policies and procedures. Student Welfare : Oversee student performance, discipline, and development. Faculty Development : Supervise faculty recruitment, training, and performance. External Relations : Bu…",,"Mumbai, Maharashtra",Onsite
English Language Assessor,Trivium Education,"Hiring: English Language Assessor (Freelance) | Work From Home | US-Based Project Company: Trivium Education Services Pvt. Ltd. (Part of The Manya Group – Indian Partner of The Princeton Review) Location: Work From Home (Office: F-4, Okhla Phase 1, New Delhi) Shift Window: 10:30 PM – 8:30 AM (India time) Working Hours: Minimum 3 hours – Maximum 8 hours Role Overview We are looking for English Language Assessors to evaluate academic content for our US-based clients. The role involves grading d…",,India,Remote
TGT English,"G.D.Goenka International School, Surat","Company Overview G.D. Goenka International School, Surat is a prominent educational institution affiliated with CBSE. Established in 2015, it offers co-educational day cum boarding facilities from Playgroup to Grade XII. Located in the New City Light Road area of Surat, the school provides English Medium instruction and employs between 501-1000 staff members. The school is dedicated to fostering academic excellence and overall development in students. Job Overview The English Teacher for TGT at…",Excel,"Surat, Gujarat",Onsite
